job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,Data Engineer only USC and GC Only,"Charlotte, NC",via LinkedIn,Full-time,False,"Illinois, United States",2023-09-20 13:07:54,False,False,United States,,,,IT KeySource,"['sql', 'python', 'sql server', 'oracle', 'azure', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['oracle', 'azure'], 'databases': ['sql server'], 'programming': ['sql', 'python']}"
Data Scientist,Geospatial Intelligence Analyst,"Wellington, New Zealand",via Jobs Trabajo.org,Full-time,False,New Zealand,2023-10-27 13:51:37,True,False,New Zealand,,,,Fire and Emergency New Zealand,"['python', 'sql', 'sql server']","{'databases': ['sql server'], 'programming': ['python', 'sql']}"
Data Scientist,Analytics Engineer,"Stockholm, Sweden",via LinkedIn,Full-time,False,Sweden,2023-03-09 13:38:35,True,False,Sweden,,,,Epidemic Sound,"['sql', 'python', 'bigquery', 'snowflake', 'gcp', 'aws', 'airflow', 'looker', 'terraform']","{'analyst_tools': ['looker'], 'cloud': ['bigquery', 'snowflake', 'gcp', 'aws'], 'libraries': ['airflow'], 'other': ['terraform'], 'programming': ['sql', 'python']}"
Software Engineer,Software Engineer for the Leading German Multi-Cloud Data Service...,Anywhere,via Jomigo - Teamtailor,Full-time,True,Germany,2023-07-24 13:18:52,True,False,Germany,,,,Jomigo,"['typescript', 'sql', 'node.js', 'angular', 'docker', 'kubernetes']","{'other': ['docker', 'kubernetes'], 'programming': ['typescript', 'sql'], 'webframeworks': ['node.js', 'angular']}"
Data Analyst,Mitarbeiter im Bereich Data Analytics Automotive und Industry (m/w/d),"Vienna, Austria",via Indeed,Full-time,False,Austria,2023-05-02 13:32:42,True,False,Austria,,,,in-tech,"['python', 'r', 'sql', 'cassandra', 'azure', 'aws', 'scikit-learn', 'pytorch', 'matplotlib', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['azure', 'aws'], 'databases': ['cassandra'], 'libraries': ['scikit-learn', 'pytorch', 'matplotlib'], 'programming': ['python', 'r', 'sql']}"
Data Engineer,ETL Data Engineer,Anywhere,via LinkedIn,Contractor,True,Georgia,2023-06-23 14:07:53,False,False,United States,,,,Eliassen Group,"['sql', 'shell', 'python', 'db2', 'sql server', 'cassandra', 'oracle', 'azure', 'databricks', 'linux']","{'cloud': ['oracle', 'azure', 'databricks'], 'databases': ['db2', 'sql server', 'cassandra'], 'os': ['linux'], 'programming': ['sql', 'shell', 'python']}"
Senior Data Scientist,Senior Data Scientist,"Orlando, FL",via LinkedIn,Full-time,False,Georgia,2023-02-11 13:36:41,False,False,United States,,,,CAE,"['nosql', 'r', 'sql', 'python', 'sas', 'sas', 'matlab', 'c', 'azure', 'aws', 'kafka', 'hadoop', 'tensorflow']","{'analyst_tools': ['sas'], 'cloud': ['azure', 'aws'], 'libraries': ['kafka', 'hadoop', 'tensorflow'], 'programming': ['nosql', 'r', 'sql', 'python', 'sas', 'matlab', 'c']}"
Senior Data Scientist,Senior Data Scientist,"Miami, FL",via Trabajo.org,Full-time,False,"Florida, United States",2023-04-23 13:04:52,False,False,United States,,,,MMS,"['java', 'r', 'julia', 'python', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['java', 'r', 'julia', 'python']}"
Data Analyst,Compliance Data Analyst,"Denver City, TX",via LinkedIn,Contractor,False,Sudan,2023-05-08 13:58:16,False,True,Sudan,,,,Kforce Inc,,
Software Engineer,Senior Software Engineer (LDE),Anywhere,via Jobgether,Full-time,True,Lesotho,2023-07-06 13:48:21,True,True,Lesotho,,,,LexisNexis,"['sql', 't-sql', 'c#', 'html', 'css', 'javascript', 'sql server']","{'databases': ['sql server'], 'programming': ['sql', 't-sql', 'c#', 'html', 'css', 'javascript']}"
Data Scientist,Full Stack Data Scientist,"Wichita, KS",via My ArkLaMiss Jobs,Full-time,False,"Illinois, United States",2023-02-10 13:21:16,False,True,United States,,,,Professional Engineering Consultants,"['css', 'javascript', 'c#', 'java', 'python', 'php', 'sql', 'mongodb', 'mongodb', 'fortran', 'r', 'mysql', 'react', 'jquery', 'asp.net', 'angular', 'node.js']","{'databases': ['mongodb', 'mysql'], 'libraries': ['react'], 'programming': ['css', 'javascript', 'c#', 'java', 'python', 'php', 'sql', 'mongodb', 'fortran', 'r'], 'webframeworks': ['jquery', 'asp.net', 'angular', 'node.js']}"
Data Analyst,Data Analyst Informatica PowerCenter,"Rome, Metropolitan City of Rome, Italy",via Lavoro Trabajo.org,Full-time,False,Italy,2023-01-21 13:37:45,True,False,Italy,,,,Beta 80 spa,,
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,"Illinois, United States",2023-09-16 13:06:19,True,True,United States,,,,Thrive Global,"['go', 'sql', 'azure', 'gcp', 'gdpr', 'looker', 'terraform']","{'analyst_tools': ['looker'], 'cloud': ['azure', 'gcp'], 'libraries': ['gdpr'], 'other': ['terraform'], 'programming': ['go', 'sql']}"
Data Scientist,Forecasting Analyst,Anywhere,via LinkedIn,Full-time,True,India,2023-09-28 13:48:45,False,False,India,,,,Straive,['excel'],{'analyst_tools': ['excel']}
Data Engineer,Data Engineer,"Pune, Maharashtra, India",via LinkedIn,Full-time,False,India,2023-08-25 13:13:17,False,False,India,,,,Carnera,"['aws', 'redshift']","{'cloud': ['aws', 'redshift']}"
Software Engineer,Software Engineer - Python,"Mumbai, Maharashtra, India",via SimplyHired,Full-time,False,India,2023-07-13 13:12:22,True,False,India,,,,Baker Hughes,"['python', 'numpy', 'pandas', 'tensorflow']","{'libraries': ['numpy', 'pandas', 'tensorflow'], 'programming': ['python']}"
Data Scientist,Operations Research Data Scientist,"Atlanta, GA",via ZipRecruiter,Full-time,False,Georgia,2023-05-18 13:09:39,False,False,United States,,,,"Delta Air Lines, Inc.",,
Data Scientist,Data Scientist/Architect,Singapore,via LinkedIn,Full-time,False,Singapore,2023-06-17 13:36:05,False,False,Singapore,,,,Keysight Technologies,"['nosql', 'mongo', 'mongodb', 'mongodb']","{'databases': ['mongodb'], 'programming': ['nosql', 'mongo', 'mongodb']}"
Data Analyst,Finance Data Analyst,"Sepang, Selangor, Malaysia",via Trabajo.org,Full-time,False,Malaysia,2023-07-14 13:11:55,True,False,Malaysia,,,,AirAsia,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Business Analyst,Senior Management Analyst,"San Antonio, TX",via Trabajo.org,Full-time,False,"Texas, United States",2023-10-29 13:01:08,False,False,United States,,,,City of San Antonio Texas,['c'],{'programming': ['c']}
Data Analyst,Junior Digital Marketing Analyst,"Bologna, Metropolitan City of Bologna, Italy",via BeBee,Full-time,False,Italy,2023-07-26 13:43:55,True,False,Italy,,,,Randstad Italia Spa,"['html', 'gdpr', 'excel']","{'analyst_tools': ['excel'], 'libraries': ['gdpr'], 'programming': ['html']}"
Data Analyst,Machine Learning Data Analyst,"Tel Aviv-Yafo, Israel",via LinkedIn,Full-time,False,Israel,2023-10-02 13:51:22,False,False,Israel,,,,Hello Heart,"['r', 'python', 'sql', 'pandas', 'numpy']","{'libraries': ['pandas', 'numpy'], 'programming': ['r', 'python', 'sql']}"
Data Analyst,Data Analyst,"Mossville, IL",via Trabajo.org,Full-time,False,"Illinois, United States",2023-04-27 13:01:50,False,False,United States,,,,Aditi Consulting,"['python', 'matlab', 'c++', 'sql', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['python', 'matlab', 'c++', 'sql']}"
Data Engineer,Data Engineer,"Jersey City, NJ",via SmartRecruiters Job Search,Full-time,False,"Texas, United States",2023-06-08 13:27:14,False,False,United States,,,,Verisk,"['sql', 'python', 'shell', 'dynamodb', 'aws', 'redshift', 'aurora', 'linux', 'windows']","{'cloud': ['aws', 'redshift', 'aurora'], 'databases': ['dynamodb'], 'os': ['linux', 'windows'], 'programming': ['sql', 'python', 'shell']}"
Data Engineer,Cloud Data Engineer,"Minneapolis, MN",via LinkedIn,Full-time,False,"Texas, United States",2023-07-24 13:08:45,True,False,United States,,,,Solution Design Group,"['sql', 'python', 'r', 'sql server', 'postgresql', 'mysql', 'dynamodb', 'aws', 'aurora', 'azure', 'redshift', 'jupyter', 'ssis', 'tableau']","{'analyst_tools': ['ssis', 'tableau'], 'cloud': ['aws', 'aurora', 'azure', 'redshift'], 'databases': ['sql server', 'postgresql', 'mysql', 'dynamodb'], 'libraries': ['jupyter'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Data Scientist,"Brussels, Belgium",via LinkedIn Belgium,Full-time,False,Belgium,2023-03-28 14:12:44,False,False,Belgium,,,,Médiane Système,"['python', 'hadoop', 'spark', 'kafka']","{'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['python']}"
Data Engineer,Data Engineer,"Doral, FL",via LinkedIn,Full-time,False,"Florida, United States",2023-03-07 13:34:25,False,True,United States,,,,AvMed,"['no-sql', 'sql', 'sql server', 'kafka', 'spark', 'power bi', 'qlik', 'tableau', 'excel', 'word', 'powerpoint']","{'analyst_tools': ['power bi', 'qlik', 'tableau', 'excel', 'word', 'powerpoint'], 'databases': ['sql server'], 'libraries': ['kafka', 'spark'], 'programming': ['no-sql', 'sql']}"
Data Engineer,Data Engineer I,"Brookhaven, GA",via LinkedIn,Contractor,False,Sudan,2023-06-14 14:24:18,True,False,Sudan,,,,Apex Systems,"['sql', 'sql server', 'snowflake', 'bigquery', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['snowflake', 'bigquery'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Analyst,Data Analyst (Warehouse),"Mansfield, UK",via Totaljobs,Full-time,False,United Kingdom,2023-04-11 14:17:13,True,False,United Kingdom,,,,Sports Direct retailer,['sql'],{'programming': ['sql']}
Data Engineer,Global Market Leading Energy Firm - Staff Data Engineer,United States,via LinkedIn,Full-time,False,"California, United States",2023-09-22 13:07:57,False,False,United States,year,195000.0,,Xcede,,
Data Analyst,23-00059 BI Data Analysts + Media experience - Hybrid in NY or L.A.,California,via LinkedIn,Contractor,False,"California, United States",2023-02-28 13:01:46,True,False,United States,hour,,67.5,"iSpace, Inc.","['go', 'sql', 'aws', 'snowflake', 'tableau', 'looker', 'word']","{'analyst_tools': ['tableau', 'looker', 'word'], 'cloud': ['aws', 'snowflake'], 'programming': ['go', 'sql']}"
Senior Data Engineer,Senior Data Engineer,"Center Line, MI",via WREG Jobs,Full-time,False,Georgia,2023-07-01 13:37:26,False,False,United States,,,,Epsilon,['unix'],{'os': ['unix']}
Data Engineer,Data Engineer,"St. Louis, MO",via LinkedIn,Contractor,False,Georgia,2023-03-22 14:02:27,False,True,United States,,,,Kforce Inc,"['python', 'sql']","{'programming': ['python', 'sql']}"
Business Analyst,Business Analyst for HR Payroll,"Moka, Mauritius",via LinkedIn Maurice,Full-time,False,Mauritius,2023-06-15 13:52:32,True,False,Mauritius,,,,Allianz Services,['excel'],{'analyst_tools': ['excel']}
Data Analyst,Data Analyst,"Aveiro, Portugal",via BeBee Portugal,Full-time,False,Portugal,2023-12-28 13:37:04,True,False,Portugal,,,,Match Profiler,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,True,Sudan,2023-05-03 13:59:03,False,False,Sudan,,,,SoftStandard Solutions,"['java', 'python', 'sql']","{'programming': ['java', 'python', 'sql']}"
Senior Data Engineer,Senior Data Engineer IRC203099,Anywhere,via LinkedIn,Full-time,True,"Texas, United States",2023-11-22 13:08:30,False,True,United States,,,,Energy Jobline,"['scala', 'java', 'aws', 'snowflake', 'airflow', 'spark', 'looker', 'tableau', 'terraform', 'docker', 'kubernetes', 'github', 'git']","{'analyst_tools': ['looker', 'tableau'], 'cloud': ['aws', 'snowflake'], 'libraries': ['airflow', 'spark'], 'other': ['terraform', 'docker', 'kubernetes', 'github', 'git'], 'programming': ['scala', 'java']}"
Senior Data Analyst,SENIOR BUSINESS DATA ANALYST,"Pennsville Township, NJ",via Surgical Joblistings,Full-time,False,"New York, United States",2023-11-07 13:00:55,False,False,United States,,,,Cooper University Health Care,['sql'],{'programming': ['sql']}
Data Engineer,Data Analytics Engineer Intern,"Stonehouse, UK",via LinkedIn,Full-time and Internship,False,United Kingdom,2023-12-28 14:01:56,False,False,United Kingdom,,,,SLB,"['python', 'sql', 'pandas', 'numpy', 'matplotlib', 'scikit-learn']","{'libraries': ['pandas', 'numpy', 'matplotlib', 'scikit-learn'], 'programming': ['python', 'sql']}"
Senior Data Engineer,"Sr. Data Center Civil Engineer, Data Center Design Engineering","Seattle, WA",via ZipRecruiter,Full-time,False,Sudan,2023-05-13 14:34:55,False,False,Sudan,,,,"Amazon Data Services, Inc.",['aws'],{'cloud': ['aws']}
Data Engineer,Data Science Engineer,"Woking, UK",via CV-Library,Full-time,False,United Kingdom,2023-02-20 13:19:00,False,False,United Kingdom,,,,Roke,,
Software Engineer,Data Platform Software Engineer,"Warsaw, Poland",via Adzuna.pl,Full-time,False,Poland,2023-06-23 13:58:41,True,False,Poland,,,,IBM,"['python', 'sql', 'shell', 'ibm cloud', 'linux']","{'cloud': ['ibm cloud'], 'os': ['linux'], 'programming': ['python', 'sql', 'shell']}"
Data Engineer,Remote Principal Data Engineer,Anywhere,via LinkedIn,Full-time,True,Georgia,2023-03-22 14:02:27,True,True,United States,,,,Talener,"['sql', 'nosql', 'python', 'java', 'azure', 'databricks', 'snowflake']","{'cloud': ['azure', 'databricks', 'snowflake'], 'programming': ['sql', 'nosql', 'python', 'java']}"
Data Scientist,Modeller Data Scientist,"Esplugues de Llobregat, Spain",via BeBee,Full-time,False,Spain,2023-02-13 14:00:06,False,False,Spain,,,,Nestlé,"['sql', 'r', 'python', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql', 'r', 'python']}"
Cloud Engineer,Server Engineer,"Cape Town, South Africa",via LinkedIn,Full-time,False,South Africa,2023-09-22 13:43:18,False,False,South Africa,,,,First Quantum Minerals,['azure'],{'cloud': ['azure']}
Cloud Engineer,Environment Engineer,Bahrain,via BeBee,Full-time,False,Bahrain,2023-07-17 14:17:13,False,False,Bahrain,,,,Al Hassanain,,
Business Analyst,Data-Driven Business Analyst,"Birmingham, UK",via Digital Waffle,Full-time,False,United Kingdom,2023-08-29 13:37:55,False,False,United Kingdom,,,,Digital Waffle,"['sql', 'python', 'r', 'power bi']","{'analyst_tools': ['power bi'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Senior Big Data Engineer/Data Scientist,"Washington, DC",via Central Illinois Proud Jobs,Full-time,False,"New York, United States",2023-02-24 13:02:25,False,False,United States,,,,"ECS Federal, LLC","['python', 'r', 'linux', 'git']","{'os': ['linux'], 'other': ['git'], 'programming': ['python', 'r']}"
Data Analyst,"Data Analyst - Must reside in Atlanta, GA area","Lawrenceville, GA",via SmartRecruiters Job Search,Full-time,False,Georgia,2023-05-12 14:31:29,False,True,United States,,,,National Vision,"['sql', 'sap', 'power bi', 'tableau']","{'analyst_tools': ['sap', 'power bi', 'tableau'], 'programming': ['sql']}"
Data Analyst,Data Analyst ( 4 -5 yrs),"Chennai, Tamil Nadu, India",via LinkedIn,Contractor,False,India,2023-06-30 13:15:25,True,False,India,,,,Intelltech Zoom Pvt Ltd,['sql'],{'programming': ['sql']}
Data Engineer,Middle Data Engineer,"Bogotá, Bogota, Colombia",via BeBee,Full-time,False,Colombia,2023-09-21 13:33:51,False,False,Colombia,,,,AgileEngine,"['sql', 'python', 'snowflake', 'redshift', 'aws', 'airflow', 'spark', 'tableau', 'gitlab']","{'analyst_tools': ['tableau'], 'cloud': ['snowflake', 'redshift', 'aws'], 'libraries': ['airflow', 'spark'], 'other': ['gitlab'], 'programming': ['sql', 'python']}"
Senior Data Analyst,Senior/Lead Data Analyst,Denmark,via BeBee Danmark,Full-time,False,Denmark,2023-06-18 13:20:55,False,False,Denmark,,,,Kiloo ApS,"['sql', 'r', 'python', 'go', 'aws', 'excel', 'alteryx']","{'analyst_tools': ['excel', 'alteryx'], 'cloud': ['aws'], 'programming': ['sql', 'r', 'python', 'go']}"
Senior Data Engineer,Senior Data Engineer,"Detroit, MI",via ZipRecruiter,Full-time,False,"New York, United States",2023-07-17 13:10:14,False,True,United States,,,,DTE Energy,"['sql', 'java', 'python', 'sql server', 'power bi']","{'analyst_tools': ['power bi'], 'databases': ['sql server'], 'programming': ['sql', 'java', 'python']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Contractor,True,"Texas, United States",2023-04-06 13:05:57,False,False,United States,,,,Insight Global,"['python', 'aws']","{'cloud': ['aws'], 'programming': ['python']}"
Data Analyst,Data Analyst Associate,"Jacksonville, FL",via Trabajo.org,Full-time,False,Georgia,2023-02-16 13:34:26,False,True,United States,,,,Kforce,"['sql', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'programming': ['sql']}"
Data Scientist,Head of Data Science at Hire Resolve,South Africa,via Trabajo.org,Full-time,False,South Africa,2023-01-21 13:32:58,False,False,South Africa,,,,Hire Resolve,['c'],{'programming': ['c']}
Data Engineer,Data Engineer,"San Francisco, CA",via LinkedIn,Contractor,False,"California, United States",2023-11-29 13:07:02,True,False,United States,,,,TALENT Software Services,"['sql', 'python', 'r', 'scala', 'spark', 'airflow', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['spark', 'airflow'], 'programming': ['sql', 'python', 'r', 'scala']}"
Data Scientist,ML & Data Science - Working Student - B2B Solutions,Anywhere,via LinkedIn,Part-time,True,Germany,2023-06-26 13:11:35,False,False,Germany,,,,JustWatch,"['python', 'snowflake', 'pytorch']","{'cloud': ['snowflake'], 'libraries': ['pytorch'], 'programming': ['python']}"
Data Scientist,Business analist/Data scientist,"Amsterdam, Netherlands",via LinkedIn,Full-time,False,Netherlands,2023-07-06 13:17:15,False,False,Netherlands,,,,Gemeente Amsterdam,['word'],{'analyst_tools': ['word']}
Data Analyst,Principal Data Analyst,"Dublin, Ireland",via Trabajo.org,Full-time,False,Ireland,2023-07-27 13:42:52,True,False,Ireland,,,,Optum Global Advantage,"['sql', 'powershell', 'go', 'sql server', 'mysql', 'azure', 'databricks', 'aws', 'gcp', 'terraform']","{'cloud': ['azure', 'databricks', 'aws', 'gcp'], 'databases': ['sql server', 'mysql'], 'other': ['terraform'], 'programming': ['sql', 'powershell', 'go']}"
Data Analyst,Data Analyst,Chile,via BeBee Chile,Full-time,False,Chile,2023-04-13 13:32:55,True,False,Chile,,,,Falabella Financiero,"['sql', 'gcp', 'aws', 'azure', 'tableau', 'looker']","{'analyst_tools': ['tableau', 'looker'], 'cloud': ['gcp', 'aws', 'azure'], 'programming': ['sql']}"
Data Scientist,Chief Data Science,"Uccle, Belgium",via BeBee Belgique,Full-time,False,Belgium,2023-12-10 13:49:10,False,False,Belgium,,,,Smals,,
Data Scientist,Data Scientist/Analyst,United States,via Trabajo.org,Full-time,False,"Texas, United States",2023-03-25 13:05:35,False,False,United States,,,,Peraton,['python'],{'programming': ['python']}
Data Scientist,Data Scientist,"Atlanta, GA",via LinkedIn,Full-time,False,"Illinois, United States",2023-06-28 13:05:44,False,False,United States,,,,Deloitte,"['python', 'aws', 'azure', 'gcp', 'keras', 'tensorflow', 'pytorch', 'pandas', 'scikit-learn', 'jupyter', 'docker']","{'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['keras', 'tensorflow', 'pytorch', 'pandas', 'scikit-learn', 'jupyter'], 'other': ['docker'], 'programming': ['python']}"
